Gene,M307_2ppm,M311_2ppm,M314_2ppm,M316_0ppm,M323_2ppm,M324_0ppm,M327_0ppm,M329_0ppm,M330_0ppm,M343_2ppm
Hist2h2ab,2,0,2,0,5,4,3,1,1,1
Hist2h2ac,4,0,3,4,3,0,0,3,3,1
Hist2h2bb,1,3,0,3,0,3,3,2,2,0
Hist2h2be,289,59,185,131,194,79,31,45,91,66
Hist2h3b,0,1,0,0,0,0,0,0,0,1
Hist2h3c1,115,42,64,51,106,26,4,19,107,41
Hist2h3c2,44,3,18,16,24,6,1,4,12,17
Hist2h4,0,1,1,3,0,4,0,0,1,2
Hist3h2a,308,148,242,138,310,121,12,63,253,99
Hist3h2ba,1,4,6,1,1,4,0,0,0,0
Hist3h2bb-ps,1,0,0,1,0,1,0,1,0,2
Hist4h4,5,4,3,8,1,7,5,10,6,9
Hivep1,216,94,225,133,218,93,40,64,75,110
Hivep2,314,102,236,170,270,184,87,151,312,207
Hivep3,15,24,26,33,23,31,20,31,118,33
Hjurp,122,162,126,202,99,250,214,252,2029,284
Hk1,1363,581,1651,973,2473,1018,212,388,751,812
Hk2,372,98,305,238,293,132,38,82,1059,193
Hk3,29,31,35,30,21,22,16,13,26,12
Hkdc1,13,5,6,14,7,17,17,24,3,21
Hlcs,194,73,143,95,132,73,25,48,127,81
Hlf,441,173,412,189,309,142,29,83,321,160
Hltf,249,133,208,225,214,107,79,83,479,146
Hlx,25,28,24,20,7,6,2,3,7,6
Hmbox1,50,29,26,62,35,40,29,50,47,51
Hmbs,259,161,235,154,247,91,21,62,481,119
Hmcn1,62,115,66,131,59,150,210,189,29,189
Hmg20a,364,157,301,198,214,117,32,89,293,135
Hmg20b,317,97,179,146,273,76,10,62,219,83
Hmga1,7,1,3,0,1,1,1,1,3,3
Hmga1-rs1,0,0,0,0,0,0,0,0,0,0
Hmga2,12,12,6,22,7,11,30,24,3,20
Hmga2-ps1,15,10,30,31,9,13,9,5,3,3
Hmgb1,288,148,166,162,177,82,19,35,166,74
Hmgb1-rs17,5,8,28,18,50,17,15,5,10,11
Hmgb2,175,166,119,102,120,62,15,20,112,68
Hmgb3,465,117,261,174,306,81,2,73,443,109
Hmgb4,58,14,90,82,156,50,13,20,36,38
Hmgcl,402,170,242,236,297,88,13,35,343,82
Hmgcll1,5,12,4,28,4,24,28,28,5,22
Hmgcr,738,437,828,491,822,369,62,288,1906,476
Hmgcs1,1188,463,945,599,1154,480,43,293,1888,654
Hmgcs2,336,324,224,201,199,105,47,70,102,72
Hmgn1,2310,1132,1575,1242,1687,593,51,215,1394,613
Hmgn2,251,186,269,165,225,96,12,27,286,94
Hmgn3,122,182,148,75,94,52,10,28,72,34
Hmgn5,306,105,279,138,319,61,11,56,107,105
Hmgxb3,230,149,113,150,177,89,36,61,439,74
Hmgxb4,108,90,116,119,78,55,49,57,81,67
Hmha1,132,166,129,114,70,70,32,26,46,28
Hmmr,52,65,22,70,40,62,89,86,95,80
Hmox1,151,245,136,102,105,44,15,13,50,26
Hmox2,713,309,534,395,678,202,44,112,869,235
Hmx1,0,2,1,1,4,0,3,0,4,1
Hmx2,0,1,2,2,0,5,4,1,0,1
Hmx3,2,0,0,1,0,0,2,0,0,0
Hn1,586,371,420,336,429,165,32,79,435,131
Hn1l,830,499,695,482,611,293,31,115,788,257
Hnf1a,2,3,4,7,3,3,10,6,0,8
Hnf1b,437,123,259,194,403,106,11,76,408,135
Hnf4a,5,12,5,10,3,10,13,15,7,12
Hnf4g,5,13,11,14,9,11,14,22,5,15
Hnmt,331,77,167,211,294,93,14,77,327,117
Hnrnpa0,340,172,232,141,313,106,12,42,367,99
Hnrnpa1,13,7,9,5,0,3,0,0,3,1
Hnrnpa2b1,5368,2551,3401,2400,3645,1308,125,1065,3677,1910
Hnrnpa3,92,47,75,42,67,20,14,11,53,38
Hnrnpab,4082,1742,2682,1928,2862,976,52,419,2231,1028
Hnrnpc,1185,379,684,476,686,285,36,138,789,265
Hnrnpd,979,557,677,562,793,296,83,168,695,329
Hnrnpf,565,262,388,315,392,149,20,63,450,148
Hnrnph1,725,275,355,279,413,177,49,135,342,234
Hnrnph2,587,299,311,325,387,145,17,58,499,150
Hnrnph3,348,132,203,145,161,92,40,80,123,102
Hnrnpk,1964,970,1387,1021,1313,503,54,245,1745,460
Hnrnpl,1377,723,1048,679,1108,414,57,218,1690,441
Hnrnpm,1281,904,972,686,892,346,67,178,873,353
Hnrnpr,542,263,394,299,346,153,41,91,418,138
Hnrnpu,4932,2206,3336,2204,3172,1199,167,611,3828,1236
Hnrnpul1,832,407,674,449,596,271,52,122,725,216
Hnrnpul2,257,128,208,159,198,104,31,61,260,101
Hnrpdl,350,151,227,174,201,98,12,68,329,144
Hnrpll,627,360,518,319,511,194,44,130,583,243
Hoga1,18,20,24,31,20,16,20,26,65,21
Homer1,174,117,127,111,105,105,97,127,283,111
Homer2,207,88,142,102,138,112,85,122,80,105
Homer3,204,136,147,99,140,62,21,38,562,58
Homez,159,41,110,82,98,52,21,27,197,50
Hook1,832,349,693,459,867,310,105,214,776,383
Hook2,317,92,251,148,300,106,9,64,492,111
Hook3,494,299,424,359,368,260,185,238,509,301
Hopx,33,49,50,45,18,31,6,16,1367,24
Hormad1,8,10,8,25,16,18,24,23,10,14
Hormad2,17,17,9,25,10,16,23,13,0,8
Hotair,2,6,6,8,4,5,7,10,1,3
Hoxa1,4,5,3,8,0,5,9,13,8,12
Hoxa10,385,318,320,276,145,131,38,34,69,66
Hoxa11,68,78,70,48,31,26,8,10,23,19
Hoxa11as,30,30,20,22,6,9,10,2,8,9
Hoxa13,1,1,1,3,2,1,3,2,0,0
Hoxa2,3,5,1,3,0,5,7,4,17,6
Hoxa3,8,2,4,6,6,7,8,7,48,11
Hoxa4,33,11,39,41,86,33,17,9,31,36
Hoxa5,10,8,11,5,5,10,5,15,26,11
Hoxa6,5,1,0,3,0,1,1,4,13,2
Hoxa7,21,16,17,17,16,9,6,7,42,7
Hoxa9,28,10,7,16,8,14,16,13,14,8
Hoxb1,7,18,8,10,12,13,10,18,55,15
Hoxb13,3,1,1,2,0,2,1,4,0,3
Hoxb2,526,183,295,268,497,123,5,65,410,166
Hoxb3,211,54,131,75,149,47,16,50,169,75
Hoxb4,112,16,159,90,147,75,8,48,125,73
Hoxb5,251,76,154,131,233,72,10,34,150,71
Hoxb6,1118,257,613,540,989,206,5,118,1806,244
Hoxb7,1257,342,709,530,931,253,8,136,1483,298
Hoxb8,68,27,35,33,42,25,4,21,58,32
Hoxb9,317,94,328,117,355,80,6,66,343,116
Hoxc10,62,86,29,38,41,27,19,10,4,19
Hoxc11,0,0,0,1,2,0,1,0,0,2
Hoxc12,1,1,1,0,2,1,3,3,0,2
Hoxc13,2,8,7,11,4,11,11,11,1,2
Hoxc4,21,17,4,13,9,8,8,7,6,9
Hoxc5,11,15,7,13,7,11,14,9,8,11
Hoxc6,28,31,15,16,12,7,8,12,23,6
Hoxc8,57,42,29,50,29,38,16,21,106,27
Hoxc9,44,52,20,19,23,24,8,6,4,7
Hoxd1,0,1,0,3,2,3,5,3,16,4
Hoxd10,78,45,52,33,37,39,12,16,11,20
Hoxd11,38,39,26,34,19,16,22,16,3,17
Hoxd12,1,3,2,4,1,4,12,3,0,5
Hoxd13,2,7,3,18,3,7,7,12,0,11
Hoxd3,204,55,156,105,125,50,3,55,159,93
Hoxd4,13,7,27,12,22,22,13,20,58,19
Hoxd8,1235,329,644,553,832,247,9,110,1825,310
Hoxd9,552,240,432,274,432,174,14,53,897,144
Hp,68,115,53,76,52,41,3,16,13,15
Hp1bp3,1498,706,1150,790,972,410,61,186,1290,430
Hpca,7,10,11,3,2,5,8,6,0,1
Hpcal1,605,263,474,344,473,152,14,106,425,197
Hpcal4,11,11,7,25,13,17,13,26,8,19
Hpd,2,12,5,10,2,18,9,13,5,13
Hpdl,269,144,382,175,297,105,8,49,996,132
Hpgd,27134,5506,10972,9113,15588,3238,98,2117,240,4465
Hpgds,97,134,78,76,41,41,31,19,71,36
Hpn,45,42,41,27,44,13,3,9,170,12
Hprt,3042,1053,1660,1355,2241,557,52,334,2522,692
Hps1,173,125,140,117,149,68,11,30,234,60
Hps3,176,122,188,135,114,91,44,55,234,111
Hps4,73,52,70,46,84,39,11,27,100,22
Hps5,217,162,184,142,174,92,34,70,252,90
Hps6,96,42,60,47,76,25,8,15,73,23
Hpse,50,93,90,38,32,47,22,22,8,23
Hpse2,1,5,2,8,2,14,11,16,0,9
Hpx,3,8,5,7,5,15,21,17,4,14
Hr,23,28,39,34,18,37,22,28,85,34
Hras1,307,140,260,205,306,92,16,55,400,90
Hrasls,43,17,45,27,55,37,26,41,11,36
Hrasls5,261,98,477,254,656,275,92,78,90,151
Hrc,12,2,3,12,8,6,6,6,9,3
Hrct1,3,2,7,7,3,2,4,1,0,5
Hrg,0,0,0,3,2,5,3,9,3,4
Hrh1,2,1,6,10,10,4,29,7,4,7
Hrh2,2,14,10,19,9,13,12,19,7,26
Hrh3,3,11,1,2,6,2,3,6,12,6
Hrh4,2,4,0,10,1,2,7,10,7,7
Hrk,2,7,2,7,8,13,14,8,0,12
Hrnr,6,10,4,9,7,18,23,14,10,24
Hrsp12,1607,615,1337,890,1512,464,26,201,286,573
Hs1bp3,154,92,108,111,99,37,5,30,222,43
Hs2st1,176,89,119,133,100,105,23,53,352,58
Hs3st1,9,16,21,13,17,11,4,9,127,9
Hs3st2,3,5,0,3,0,4,3,2,2,0
Hs3st3a1,10,2,8,17,2,8,9,8,645,1
Hs3st3b1,74,22,51,48,49,25,38,25,3889,37
Hs3st4,7,5,1,9,4,10,12,11,5,6
Hs3st5,3,11,7,8,8,8,11,14,6,10
Hs3st6,247,17,77,56,153,38,0,25,412,40
Hs6st1,284,98,133,109,227,64,19,45,820,64
Hs6st2,2,8,9,21,5,20,30,40,4,14
Hs6st3,3,4,0,2,0,2,3,5,1,0
Hsbp1,1958,850,1184,915,1588,458,74,208,1771,485
Hsbp1l1,61,20,36,24,54,10,5,12,157,23
Hscb,192,92,77,67,132,44,8,17,101,50
Hsd11b1,179,208,223,209,188,111,38,33,29,64
Hsd11b2,1,11,1,4,5,1,1,4,8,2
Hsd17b1,3,4,4,8,5,2,3,2,2,9
Hsd17b10,451,229,280,262,347,108,18,63,537,90
Hsd17b11,325,51,168,82,209,46,16,51,75,62
Hsd17b12,981,647,990,643,1024,384,19,178,1219,412
Hsd17b13,7,11,4,8,2,15,17,21,1,14
Hsd17b14,5,3,11,11,5,5,5,8,12,7
Hsd17b2,1,2,3,8,3,4,3,3,2,4
Hsd17b3,5,8,10,4,6,19,36,27,3,17
Hsd17b4,1262,466,792,581,873,296,34,181,942,324
Hsd17b6,1,6,5,10,3,5,14,9,0,15
Hsd17b7,207,118,240,186,329,151,18,100,418,149
Hsd3b1,1,1,0,4,1,7,5,6,0,5
Hsd3b2,0,1,1,5,1,1,6,7,0,4
Hsd3b3,1,4,1,12,3,4,8,9,7,7
Hsd3b4,1,0,1,3,2,3,3,1,0,3
Hsd3b5,2,12,1,2,1,5,11,3,0,1
Hsd3b6,3,1,1,4,1,7,3,10,1,2
Hsd3b7,333,100,145,175,236,81,12,58,607,84
Hsdl1,797,259,399,340,544,179,25,93,388,176
Hsdl2,2210,485,1126,1001,1552,436,30,238,639,444
Hsf1,173,61,66,74,122,20,17,25,211,60
Hsf2,30,41,39,55,34,67,80,77,34,77
Hsf2bp,4,7,5,18,22,20,16,12,9,17
Hsf3,7,3,3,6,2,2,14,20,4,12
Hsf4,4,7,3,6,2,7,6,6,4,0
Hsf5,40,32,74,46,60,64,50,35,46,51
Hsfy2,9,17,25,10,9,21,25,31,5,33
Hsh2d,4,10,4,2,7,8,4,18,6,7
Hsp90aa1,512,179,426,242,503,150,22,80,488,155
Hsp90ab1,10248,3540,5955,4122,8215,2091,121,1228,8857,2437
Hsp90b1,7888,5760,8593,4939,6450,3323,167,1146,32837,2925
Hspa12a,89,54,52,54,66,52,32,31,21,33
Hspa12b,31,23,23,21,17,23,7,11,3,3
Hspa13,596,317,463,318,533,222,24,87,2338,216
Hspa14,276,172,184,133,221,70,21,49,303,74
Hspa1a,253,41,141,70,164,38,5,34,147,60
Hspa1b,797,172,406,293,570,180,5,102,311,187
Hspa1l,32,19,61,23,61,54,12,16,33,28
Hspa2,293,90,245,144,352,113,25,53,600,72
Hspa4,1376,514,849,659,881,333,67,185,1224,373
Hspa4l,383,165,432,237,632,234,94,121,242,184
Hspa5,12626,10092,16613,9338,11465,6434,274,2000,38744,5091
Hspa8,1842,639,1224,963,1314,383,22,196,1241,457
Hspa9,2282,809,1460,1078,1547,511,57,301,1410,637
Hspb1,50,27,40,28,40,22,4,10,63,14
Hspb11,77,37,59,53,41,31,16,14,57,27
Hspb2,13,11,5,5,10,11,5,3,5,4
Hspb3,0,0,4,2,1,2,5,4,1,3
Hspb6,97,49,81,41,85,25,3,16,72,43
Hspb7,3,11,22,10,11,7,2,5,7,2
Hspb8,235,200,293,172,209,99,11,28,26,67
Hspb9,346,160,661,470,735,371,151,102,82,211
Hspbap1,106,34,89,54,144,73,20,47,114,73
Hspbp1,394,150,304,229,373,100,10,39,165,102
Hspd1,557,204,325,249,408,140,20,88,859,133
Hspe1,384,159,299,185,333,93,18,48,286,113
Hspg2,69,71,76,59,32,73,42,59,37,46
Hsph1,592,124,289,286,281,90,29,64,215,121
Htatip2,1951,450,1150,930,2104,397,21,296,62,496
Htatsf1,872,557,664,491,493,265,42,104,472,184
Htr1a,0,11,5,10,2,12,14,9,4,13
Htr1b,1,2,0,3,1,0,1,2,0,1
Htr1d,9,19,11,20,18,34,32,25,9,26
Htr1f,4,8,8,6,3,11,8,13,3,9
Htr2a,7,7,3,18,4,7,11,16,1,10
Htr2b,6,11,4,16,2,22,23,34,7,19
Htr2c,0,8,1,8,1,12,12,6,0,11
Htr3a,1,4,4,4,1,15,10,17,1,14
Htr3b,1,11,5,4,1,3,12,10,0,5
Htr4,5,5,8,12,6,8,21,14,4,17
Htr5a,6,12,6,19,7,16,26,22,3,30
Htr5b,9,18,20,11,14,19,24,12,83,15
Htr6,0,2,2,4,0,1,4,4,2,2
Htr7,6,18,16,18,4,25,19,19,5,22
Htra1,161,115,175,115,127,70,17,32,98,62
Htra2,147,82,124,109,108,40,11,22,194,44
Htra3,593,300,311,298,250,162,36,41,56,79
Htra4,24,4,17,5,11,5,8,16,7,11
Htt,178,114,143,132,112,134,144,149,190,180
Hunk,39,34,40,28,46,30,25,47,17,40
Hus1,65,34,42,41,39,25,24,36,81,31
Hus1b,0,0,3,0,1,2,4,6,2,0
Huwe1,707,326,449,371,542,273,112,225,1010,321
Hvcn1,154,111,150,75,191,42,10,39,1642,56
Hyal1,51,27,33,28,37,28,12,14,43,30
Hyal2,95,42,71,44,118,36,6,21,312,31
Hyal3,24,14,21,17,28,10,7,11,27,11
Hyal4,4,9,3,10,3,8,15,31,3,14
Hyal5,8,8,4,16,5,16,17,19,6,17
Hyal6,36,43,71,53,26,76,91,91,21,57
Hydin,40,58,56,83,38,88,115,106,30,82
Hyi,103,84,101,70,89,31,8,17,42,36
Hyls1,50,30,61,27,50,26,6,5,135,23
Hyou1,423,331,522,348,455,255,43,101,1397,159
Hypk,1125,398,708,420,840,236,29,122,663,299
I730028E13Rik,4,1,4,10,1,2,4,3,1,3
I730030J21Rik,4,0,6,9,3,3,6,6,1,5
I830012O16Rik,63,47,68,47,54,43,9,11,16,19
I830077J02Rik,13,14,11,19,13,7,13,15,6,16
Iah1,1422,336,640,573,1117,225,22,134,2064,318
Iapp,0,6,0,2,1,5,7,6,110,6
Iars,469,203,326,251,346,133,35,125,320,174
Iars2,185,111,194,122,186,103,25,55,470,101
Iba57,55,31,47,41,39,21,16,16,70,16
Ibsp,5,3,4,19,3,18,12,23,4,10
Ibtk,804,395,620,367,520,241,80,146,624,258
Ica1,119,27,67,34,79,48,18,20,290,44
Ica1l,30,21,33,34,43,20,19,21,8,38
Icam1,73,44,68,52,69,46,10,16,76,28
Icam2,2,6,7,4,12,5,4,6,4,5
Icam4,4,3,5,5,4,1,1,1,1,0
Icam5,3,2,4,7,3,3,5,6,9,2
Ick,192,138,182,137,137,97,39,59,287,64
Icmt,477,163,297,213,329,136,22,98,699,125
Icos,9,24,12,18,30,23,33,20,4,25
Icosl,70,85,91,66,57,50,35,27,242,39
Ict1,361,149,223,170,259,78,10,47,321,97
Id1,482,146,315,186,470,168,10,66,10,143
Id2,1740,877,1301,762,1354,520,64,238,392,566
Id3,2003,789,1050,864,1326,408,42,193,20,368
Id4,421,115,213,161,285,82,10,51,31,102
Ide,1268,840,973,641,833,541,78,233,1571,584
Idh1,6767,1500,2844,2361,4181,908,63,658,419,1147
Idh2,438,339,401,251,237,150,31,54,434,117
Idh3a,408,219,309,223,320,143,29,77,715,146
Idh3b,618,232,371,283,415,124,21,70,484,161
Idh3g,714,367,449,306,500,160,23,87,760,231
Idi1,45,18,31,38,49,15,6,9,67,23
Idi2,1,6,1,8,3,6,5,6,1,3
Idnk,455,157,243,205,336,99,25,64,242,94
Ido1,290,171,418,155,367,202,19,117,3084,250
Ido2,27,27,48,42,29,41,37,41,56,54
Ids,1009,527,809,618,756,272,77,157,581,259
Idua,102,80,113,78,94,55,10,39,138,45
Ier2,378,103,309,169,316,103,10,68,587,80
Ier3,148,29,102,36,129,16,6,68,472,41
Ier3ip1,1256,434,797,445,1052,261,34,185,1379,374
Ier5,80,86,74,74,89,53,25,17,45,31
Ier5l,20,9,23,1,14,6,1,4,12,8
Iffo1,23,27,41,29,22,15,10,13,16,13
Iffo2,43,30,34,20,24,40,28,43,66,37
Ifi202b,2,6,1,17,6,12,20,8,6,16
Ifi203,73,82,95,66,38,52,26,19,24,44
Ifi204,172,195,191,177,100,108,26,37,56,44
Ifi205,97,72,65,78,48,44,12,11,24,13
Ifi27l1,194,127,129,84,142,43,17,25,43,29
Ifi27l2a,523,689,274,331,250,129,40,25,57,50
Ifi27l2b,6,6,4,3,2,19,16,10,2,13
Ifi30,333,164,268,131,305,95,22,52,489,92
Ifi35,450,169,292,199,369,86,14,73,369,98
Ifi44,49,50,62,42,38,47,55,44,18,32
Ifi44l,5,4,3,4,2,0,10,11,0,6
Ifi47,114,75,121,72,88,56,17,26,30,36
Ifih1,405,181,306,235,293,148,87,115,72,143
Ifit1,160,96,148,112,124,96,36,36,26,55
Ifit2,228,226,251,215,189,142,40,34,53,54
Ifit3,268,164,225,215,177,112,26,33,26,66
Ifitm1,131,78,85,61,82,31,14,9,9,21
Ifitm10,21,19,18,24,9,21,38,28,12,29
Ifitm2,673,748,541,417,427,249,56,60,2486,94
Ifitm3,1193,1388,980,829,610,378,77,92,2034,167
Ifitm5,1,5,2,4,0,2,3,2,1,1
Ifitm6,11,24,14,7,8,11,9,6,11,6
Ifitm7,10,6,5,7,23,16,10,6,7,13
Ifltd1,46,18,14,44,28,18,17,19,9,21
Ifna1,0,0,0,4,0,1,4,2,0,3
Ifna11,0,1,1,3,1,2,6,2,0,0
Ifna12,2,0,3,1,1,3,4,7,0,10
Ifna13,1,1,1,2,3,2,2,2,0,4
Ifna14,0,2,0,4,0,1,4,3,0,2
Ifna2,0,2,2,4,0,2,5,1,0,0
Ifna4,3,3,2,3,0,3,3,2,4,7
Ifna5,1,4,3,2,0,2,2,5,0,4
Ifna6,2,0,1,1,0,1,2,2,1,0
Ifna7,0,0,0,1,0,2,0,2,0,0
Ifna9,0,0,0,2,0,1,1,0,0,1
Ifnab,0,3,1,2,2,4,7,6,1,2
Ifnar1,326,156,228,162,286,99,45,65,446,114
Ifnar2,853,300,473,372,702,178,48,112,649,236
Ifnb1,6,13,15,9,4,18,30,28,5,16
Ifne,0,0,1,0,0,0,1,3,0,2
Ifng,0,6,1,3,3,5,8,4,1,2
Ifngr1,1078,549,713,547,900,360,54,186,1204,320
Ifngr2,449,241,259,201,343,103,15,58,2816,119
Ifnk,0,1,0,5,1,5,6,2,0,2
Ifnl2,0,0,0,4,0,1,0,1,1,2
Ifnl3,1,4,1,3,1,5,2,0,0,1
Ifnlr1,27,23,29,35,35,27,21,28,54,28
Ifnz,3,0,0,0,1,0,0,0,0,1
Ifrd1,327,142,249,216,194,118,30,72,282,113
Ifrd2,133,64,101,72,118,33,14,36,170,69
Ift122,268,90,162,130,231,82,42,70,228,85
Ift140,243,91,132,122,138,89,36,49,231,94
Ift172,310,124,240,210,186,145,44,67,274,105
Ift20,606,336,550,342,519,180,25,86,715,162
Ift27,213,161,135,127,209,65,13,40,181,80
Ift43,218,84,143,99,171,41,6,36,119,62
Ift46,218,106,111,77,145,58,22,43,168,78
Ift52,650,290,462,366,498,219,46,93,550,173
Ift57,101,76,112,91,94,43,23,42,160,42
Ift74,268,108,209,133,273,117,66,70,196,133
Ift80,132,98,114,88,83,74,65,58,119,80
Ift81,97,79,107,75,98,62,64,37,178,79
Ift88,61,75,71,77,59,39,33,40,60,61
Igbp1,202,82,153,114,161,53,18,35,176,73
Igbp1b,4,4,7,10,8,10,5,11,4,3
Igdcc3,6,13,18,23,7,13,11,14,3,15
Igdcc4,43,29,24,44,17,35,20,25,20,20
Igf1,997,823,877,871,418,416,181,200,119,341
Igf1r,518,221,435,286,519,262,79,225,2307,315
Igf2,64,51,82,59,63,42,11,9,13,25
Igf2as,3,4,3,12,8,15,14,11,2,9
Igf2bp1,18,53,30,65,14,69,52,62,13,90
Igf2bp2,68,84,83,73,45,64,38,33,16,54
Igf2bp3,46,33,72,40,86,61,61,61,40,63
Igf2r,369,141,270,202,346,207,48,119,397,173
Igfals,17,7,2,8,5,2,4,5,3,6
Igfbp1,2,3,0,7,6,9,4,12,1,5
Igfbp2,47,66,75,49,69,35,9,15,12,30
Igfbp3,366,60,152,78,139,67,33,18,28,41
Igfbp4,2974,3468,2131,1576,1615,987,207,135,504,438
Igfbp5,933,614,1050,848,712,427,136,122,52,315
Igfbp6,1643,692,1164,1010,793,565,120,79,208,250
Igfbp7,2024,1090,1711,1334,1111,768,144,128,705,406
Igfbpl1,2,8,8,10,2,9,14,10,1,5
Igfl3,0,2,1,1,2,1,2,1,0,0
Igflr1,5,6,10,2,16,3,3,14,58,21
Igfn1,5,11,16,16,9,27,39,32,6,38
Ighmbp2,71,23,59,53,74,27,27,28,41,39
Igj,112,33,92,44,68,52,20,31,11,41
Igll1,2,7,4,5,2,9,8,5,1,8
Iglon5,1,2,1,2,1,9,3,3,0,6
Igsf1,12,5,7,7,2,7,16,11,2,7
Igsf10,66,60,59,72,43,48,60,63,47,69
Igsf11,48,86,138,48,65,46,18,33,10,65
Igsf21,1,0,8,4,2,2,2,1,0,3
Igsf23,3,3,4,5,2,7,4,6,3,10
Igsf3,45,42,55,51,38,51,28,45,339,52
Igsf5,396,136,266,232,467,97,22,76,706,120
Igsf6,30,47,45,42,27,20,11,9,26,14
Igsf8,321,85,166,115,199,66,11,52,1224,63
Igsf9,50,14,51,31,54,33,10,35,126,38
Igsf9b,18,19,4,19,11,19,23,36,9,20
Igtp,110,72,127,97,90,48,25,37,239,54
Ihh,31,43,74,33,29,38,5,12,17,23
Iigp1,151,129,215,169,78,85,18,38,38,43
Ik,838,481,739,515,636,257,46,137,787,242
Ikbip,230,283,263,188,200,139,101,123,668,160
Ikbkap,335,135,237,154,199,120,67,107,255,135
Ikbkb,402,223,308,262,271,124,25,43,716,107
Ikbke,30,51,36,17,32,32,17,21,59,23
Ikbkg,761,227,423,305,411,174,21,93,540,207
Ikzf1,121,133,214,131,133,119,63,90,79,129
Ikzf2,248,123,198,194,200,199,225,260,50,228
Ikzf3,10,12,22,14,10,21,19,17,12,17
Ikzf4,10,15,14,24,8,37,21,38,46,25
Ikzf5,247,106,227,106,146,115,57,61,212,112
Il10,0,11,7,5,6,11,16,14,0,12
Il10ra,40,32,60,46,43,29,13,16,38,17
Il10rb,415,202,257,217,333,126,22,80,928,126
Il11,9,12,4,6,11,10,9,5,2,5
Il11ra1,474,231,311,256,312,110,19,49,366,96
Il11ra2,0,0,0,0,0,0,0,0,0,0
Il12a,2,4,0,9,2,6,4,10,1,7
Il12b,16,21,24,26,7,18,41,18,4,22
Il12rb1,6,14,10,6,9,10,14,7,12,8
Il12rb2,19,22,18,17,24,19,38,28,4,23
Il13,3,1,2,4,0,5,2,3,2,1
Il13ra1,247,84,161,122,193,99,28,69,506,76
Il13ra2,133,154,223,92,119,41,9,29,163,85
Il15,26,43,32,33,24,37,24,27,10,31
Il15ra,101,77,55,65,81,39,32,28,38,39
Il16,91,105,90,84,66,53,44,46,49,54
Il17a,2,3,4,5,1,8,6,11,0,7
Il17b,0,0,0,2,1,0,6,2,1,3
Il17c,0,2,3,2,0,4,2,2,2,1
Il17d,23,9,10,2,12,7,3,4,10,5
Il17f,3,12,4,14,0,16,10,15,1,23
Il17ra,98,51,91,61,106,40,10,26,160,41
Il17rb,40,19,30,22,31,24,23,21,41,21
Il17rc,163,64,83,76,97,31,13,20,232,50
Il17rd,32,38,30,56,23,39,44,42,17,53
Il17re,141,71,111,70,135,71,27,55,109,53
Il18,31,30,27,23,10,18,3,12,4,13
Il18bp,88,64,85,48,79,35,10,29,78,35
Il18r1,15,16,13,23,18,27,38,30,15,32
Il18rap,3,2,7,13,5,6,7,9,2,15
Il19,1,2,3,12,0,4,8,8,4,10
Il1a,4,18,11,16,7,12,9,13,14,10
Il1b,9,12,7,12,6,4,5,2,5,4
Il1f10,0,0,0,0,0,2,1,3,0,4
Il1f5,0,4,6,4,2,2,6,13,3,7
Il1f6,3,0,2,2,7,3,2,5,4,5
Il1f8,1,0,3,4,0,10,11,3,1,4
Il1f9,4,4,3,9,0,4,8,4,1,2
Il1r1,628,314,553,456,557,237,72,163,136,241
Il1r2,9,6,2,11,2,11,16,10,3,5
Il1rap,64,95,95,108,72,113,107,121,49,106
Il1rapl1,2,8,6,4,3,16,7,12,3,13
Il1rapl2,6,6,8,14,0,21,24,15,5,16
Il1rl1,33,53,43,51,31,51,69,71,11,54
Il1rl2,130,51,76,51,114,50,20,41,31,29
Il1rn,4,8,10,18,11,14,17,14,2,11
Il2,6,5,1,5,1,17,20,11,1,4
Il20,1,3,2,2,1,4,3,6,0,5
Il20ra,10,8,3,12,4,18,12,16,4,25
Il20rb,8,3,10,10,8,13,10,18,145,4
Il21,8,1,6,10,6,7,14,10,2,16
Il21r,22,18,20,28,24,14,9,7,11,11
Il22,2,3,0,4,0,2,1,7,0,4
Il22ra1,13,5,13,20,2,16,19,30,3,23
Il22ra2,60,26,40,21,30,20,9,9,3,20
Il23a,18,7,1,8,3,12,6,7,8,13
Il23r,14,13,6,6,6,26,24,16,3,15
Il24,3,2,1,2,1,8,8,13,12,2
Il25,3,4,1,9,0,2,3,4,1,4
Il27,1,1,5,4,2,10,0,4,3,12
Il27ra,12,8,21,20,15,21,10,22,5,24
Il2ra,23,18,12,23,6,15,16,26,4,22
Il2rb,6,12,7,16,8,7,10,7,19,7
Il2rg,41,61,58,32,44,21,13,7,24,14
Il3,0,1,1,2,0,4,4,4,1,5
Il31,11,6,1,6,10,7,6,4,7,5
Il31ra,47,68,38,37,53,40,27,31,7,27
Il33,3373,2609,1874,1342,1215,868,264,170,193,363
Il34,5,13,6,11,3,12,9,12,442,10
Il3ra,36,24,32,22,37,13,8,11,21,13
Il4,9,14,10,5,3,8,14,11,2,9
Il4i1,0,2,0,0,2,4,0,1,5,2
Il4ra,257,142,152,134,257,84,19,59,1830,91
Il5,1,7,2,3,0,0,6,9,6,6
Il5ra,9,14,6,17,8,24,26,23,5,31
Il6,8,9,3,11,9,11,24,9,5,8
Il6ra,31,29,67,49,17,29,15,23,114,13
Il6st,888,576,781,692,563,362,79,151,344,276
Il7,30,28,34,38,33,32,32,19,6,27
